city_id,dt,dt_txt,temp,feels_like,temp_min,temp_max,pressure,humidity,weather_id,weather_main,weather_description,weather_icon,wind_speed,wind_deg,clouds,pop
2352778,1791345600,2026-10-07 05:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2352778,1791356400,2026-10-07 08:00:00,23.5,25.0,22.0,25.0,1009,92,501,Rain,moderate rain,10d,6.8,210,90,0.75
2352778,1791367200,2026-10-07 11:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2352778,1791378000,2026-10-07 14:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2352778,1791388800,2026-10-07 17:00:00,27.0,28.5,25.0,30.0,1013,70,803,Clouds,broken clouds,04d,3.8,170,60,0.15
2352778,1791399600,2026-10-07 20:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2332459,1791151200,2026-10-04 23:00:00,23.5,25.0,22.0,25.0,1009,92,501,Rain,moderate rain,10d,6.8,210,90,0.75
2332459,1791162000,2026-10-05 02:00:00,27.0,28.5,25.0,30.0,1013,70,803,Clouds,broken clouds,04d,3.8,170,60,0.15
2332459,1791172800,2026-10-05 05:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2332459,1791183600,2026-10-05 08:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2332459,1791194400,2026-10-05 11:00:00,27.0,28.5,25.0,30.0,1013,70,803,Clouds,broken clouds,04d,3.8,170,60,0.15
2332459,1791205200,2026-10-05 14:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2332459,1791216000,2026-10-05 17:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2332459,1791226800,2026-10-05 20:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2332459,1791237600,2026-10-05 23:00:00,23.5,25.0,22.0,25.0,1009,92,501,Rain,moderate rain,10d,6.8,210,90,0.75
2332459,1791248400,2026-10-06 02:00:00,27.0,28.5,25.0,30.0,1013,70,803,Clouds,broken clouds,04d,3.8,170,60,0.15
2332459,1791259200,2026-10-06 05:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2332459,1791270000,2026-10-06 08:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2332459,1791280800,2026-10-06 11:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2332459,1791291600,2026-10-06 14:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2332459,1791302400,2026-10-06 17:00:00,27.0,28.5,25.0,30.0,1013,70,803,Clouds,broken clouds,04d,3.8,170,60,0.15
2332459,1791313200,2026-10-06 20:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2332459,1791324000,2026-10-06 23:00:00,23.5,25.0,22.0,25.0,1009,92,501,Rain,moderate rain,10d,6.8,210,90,0.75
2332459,1791334800,2026-10-07 02:00:00,27.0,28.5,25.0,30.0,1013,70,803,Clouds,broken clouds,04d,3.8,170,60,0.15
2332459,1791345600,2026-10-07 05:00:00,23.5,25.0,22.0,25.0,1009,92,501,Rain,moderate rain,10d,6.8,210,90,0.75
2332459,1791356400,2026-10-07 08:00:00,27.0,28.5,25.0,30.0,1013,70,803,Clouds,broken clouds,04d,3.8,170,60,0.15
2332459,1791367200,2026-10-07 11:00:00,27.0,28.5,25.0,30.0,1013,70,803,Clouds,broken clouds,04d,3.8,170,60,0.15
2332459,1791378000,2026-10-07 14:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2332459,1791388800,2026-10-07 17:00:00,27.0,28.5,25.0,30.0,1013,70,803,Clouds,broken clouds,04d,3.8,170,60,0.15
2332459,1791399600,2026-10-07 20:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335724,1791151200,2026-10-04 23:00:00,23.5,25.0,22.0,25.0,1009,92,501,Rain,moderate rain,10d,6.8,210,90,0.75
2335724,1791162000,2026-10-05 02:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2335724,1791172800,2026-10-05 05:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2335724,1791183600,2026-10-05 08:00:00,27.0,28.5,25.0,30.0,1013,70,803,Clouds,broken clouds,04d,3.8,170,60,0.15
2335724,1791194400,2026-10-05 11:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335724,1791205200,2026-10-05 14:00:00,23.5,25.0,22.0,25.0,1009,92,501,Rain,moderate rain,10d,6.8,210,90,0.75
2335724,1791216000,2026-10-05 17:00:00,27.0,28.5,25.0,30.0,1013,70,803,Clouds,broken clouds,04d,3.8,170,60,0.15
2335724,1791226800,2026-10-05 20:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335724,1791237600,2026-10-05 23:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335724,1791248400,2026-10-06 02:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335724,1791259200,2026-10-06 05:00:00,27.0,28.5,25.0,30.0,1013,70,803,Clouds,broken clouds,04d,3.8,170,60,0.15
2335724,1791270000,2026-10-06 08:00:00,27.0,28.5,25.0,30.0,1013,70,803,Clouds,broken clouds,04d,3.8,170,60,0.15
2335724,1791280800,2026-10-06 11:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335724,1791291600,2026-10-06 14:00:00,23.5,25.0,22.0,25.0,1009,92,501,Rain,moderate rain,10d,6.8,210,90,0.75
2335724,1791302400,2026-10-06 17:00:00,27.0,28.5,25.0,30.0,1013,70,803,Clouds,broken clouds,04d,3.8,170,60,0.15
2335724,1791313200,2026-10-06 20:00:00,27.0,28.5,25.0,30.0,1013,70,803,Clouds,broken clouds,04d,3.8,170,60,0.15
2335724,1791324000,2026-10-06 23:00:00,27.0,28.5,25.0,30.0,1013,70,803,Clouds,broken clouds,04d,3.8,170,60,0.15
2335724,1791334800,2026-10-07 02:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335724,1791345600,2026-10-07 05:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335724,1791356400,2026-10-07 08:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335724,1791367200,2026-10-07 11:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335724,1791378000,2026-10-07 14:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335724,1791388800,2026-10-07 17:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335724,1791399600,2026-10-07 20:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335278,1791151200,2026-10-04 23:00:00,23.5,25.0,22.0,25.0,1009,92,501,Rain,moderate rain,10d,6.8,210,90,0.75
2335278,1791162000,2026-10-05 02:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335278,1791172800,2026-10-05 05:00:00,23.5,25.0,22.0,25.0,1009,92,501,Rain,moderate rain,10d,6.8,210,90,0.75
2335278,1791183600,2026-10-05 08:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2335278,1791194400,2026-10-05 11:00:00,27.0,28.5,25.0,30.0,1013,70,803,Clouds,broken clouds,04d,3.8,170,60,0.15
2335278,1791205200,2026-10-05 14:00:00,23.5,25.0,22.0,25.0,1009,92,501,Rain,moderate rain,10d,6.8,210,90,0.75
2335278,1791216000,2026-10-05 17:00:00,23.5,25.0,22.0,25.0,1009,92,501,Rain,moderate rain,10d,6.8,210,90,0.75
2335278,1791226800,2026-10-05 20:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2335278,1791237600,2026-10-05 23:00:00,23.5,25.0,22.0,25.0,1009,92,501,Rain,moderate rain,10d,6.8,210,90,0.75
2335278,1791248400,2026-10-06 02:00:00,27.0,28.5,25.0,30.0,1013,70,803,Clouds,broken clouds,04d,3.8,170,60,0.15
2335278,1791259200,2026-10-06 05:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2335278,1791270000,2026-10-06 08:00:00,27.0,28.5,25.0,30.0,1013,70,803,Clouds,broken clouds,04d,3.8,170,60,0.15
2335278,1791280800,2026-10-06 11:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2335278,1791291600,2026-10-06 14:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2335278,1791302400,2026-10-06 17:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335278,1791313200,2026-10-06 20:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335278,1791324000,2026-10-06 23:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335278,1791334800,2026-10-07 02:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335278,1791345600,2026-10-07 05:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335278,1791356400,2026-10-07 08:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335278,1791367200,2026-10-07 11:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335278,1791378000,2026-10-07 14:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335278,1791388800,2026-10-07 17:00:00,23.5,25.0,22.0,25.0,1009,92,501,Rain,moderate rain,10d,6.8,210,90,0.75
2335278,1791399600,2026-10-07 20:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2336036,1791151200,2026-10-04 23:00:00,27.0,28.5,25.0,30.0,1013,70,803,Clouds,broken clouds,04d,3.8,170,60,0.15
2336036,1791162000,2026-10-05 02:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2336036,1791172800,2026-10-05 05:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2336036,1791183600,2026-10-05 08:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2336036,1791194400,2026-10-05 11:00:00,27.0,28.5,25.0,30.0,1013,70,803,Clouds,broken clouds,04d,3.8,170,60,0.15
2336036,1791205200,2026-10-05 14:00:00,23.5,25.0,22.0,25.0,1009,92,501,Rain,moderate rain,10d,6.8,210,90,0.75
2336036,1791216000,2026-10-05 17:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2336036,1791226800,2026-10-05 20:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2336036,1791237600,2026-10-05 23:00:00,27.0,28.5,25.0,30.0,1013,70,803,Clouds,broken clouds,04d,3.8,170,60,0.15
2336036,1791248400,2026-10-06 02:00:00,27.0,28.5,25.0,30.0,1013,70,803,Clouds,broken clouds,04d,3.8,170,60,0.15
2336036,1791259200,2026-10-06 05:00:00,27.0,28.5,25.0,30.0,1013,70,803,Clouds,broken clouds,04d,3.8,170,60,0.15
2336036,1791270000,2026-10-06 08:00:00,27.0,28.5,25.0,30.0,1013,70,803,Clouds,broken clouds,04d,3.8,170,60,0.15
2336036,1791280800,2026-10-06 11:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2336036,1791291600,2026-10-06 14:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2336036,1791302400,2026-10-06 17:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2336036,1791313200,2026-10-06 20:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2336036,1791324000,2026-10-06 23:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2336036,1791334800,2026-10-07 02:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2336036,1791345600,2026-10-07 05:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2336036,1791356400,2026-10-07 08:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2336036,1791367200,2026-10-07 11:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2336036,1791378000,2026-10-07 14:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2336036,1791388800,2026-10-07 17:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2336036,1791399600,2026-10-07 20:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335875,1791151200,2026-10-04 23:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2335875,1791162000,2026-10-05 02:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2335875,1791172800,2026-10-05 05:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335875,1791183600,2026-10-05 08:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2335875,1791194400,2026-10-05 11:00:00,23.5,25.0,22.0,25.0,1009,92,501,Rain,moderate rain,10d,6.8,210,90,0.75
2335875,1791205200,2026-10-05 14:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335875,1791216000,2026-10-05 17:00:00,23.5,25.0,22.0,25.0,1009,92,501,Rain,moderate rain,10d,6.8,210,90,0.75
2335875,1791226800,2026-10-05 20:00:00,23.5,25.0,22.0,25.0,1009,92,501,Rain,moderate rain,10d,6.8,210,90,0.75
2335875,1791237600,2026-10-05 23:00:00,23.5,25.0,22.0,25.0,1009,92,501,Rain,moderate rain,10d,6.8,210,90,0.75
2335875,1791248400,2026-10-06 02:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335875,1791259200,2026-10-06 05:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335875,1791270000,2026-10-06 08:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335875,1791280800,2026-10-06 11:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2335875,1791291600,2026-10-06 14:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2335875,1791302400,2026-10-06 17:00:00,23.5,25.0,22.0,25.0,1009,92,501,Rain,moderate rain,10d,6.8,210,90,0.75
2335875,1791313200,2026-10-06 20:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2335875,1791324000,2026-10-06 23:00:00,23.5,25.0,22.0,25.0,1009,92,501,Rain,moderate rain,10d,6.8,210,90,0.75
2335875,1791334800,2026-10-07 02:00:00,23.5,25.0,22.0,25.0,1009,92,501,Rain,moderate rain,10d,6.8,210,90,0.75
2335875,1791345600,2026-10-07 05:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335875,1791356400,2026-10-07 08:00:00,27.0,28.5,25.0,30.0,1013,70,803,Clouds,broken clouds,04d,3.8,170,60,0.15
2335875,1791367200,2026-10-07 11:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335875,1791378000,2026-10-07 14:00:00,26.0,28.0,24.0,29.0,1012,76,802,Clouds,scattered clouds,03d,4.5,180,40,0.15
2335875,1791388800,2026-10-07 17:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
2335875,1791399600,2026-10-07 20:00:00,24.5,26.5,23.0,26.0,1010,88,500,Rain,light rain,10d,5.2,200,75,0.75
