01:34:26 [INFO] Network k3net-cc86d27e1629 created
01:34:26 [INFO] [ll-cc86d27e1629] Starting LiteLLM sidecar on network k3net-cc86d27e1629
01:34:42 [INFO] [ll-cc86d27e1629] LiteLLM healthy
01:34:42 [INFO] LiteLLM sidecar ll-cc86d27e1629 ready on network k3net-cc86d27e1629
01:34:42 [INFO] Mock image kensei3-mocks:v1 already built
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading] per-task mock stack mocks-task-dana-ellison__google-classroom-api__week-a0fe06 ready (1 overlay APIs, ports [8002], 101 URLs)
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: ACTIVECAMPAIGN_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8101
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: AIRBNB_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8038
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: AIRTABLE_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8032
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: ALGOLIA_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8067
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: ALPACA_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8043
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: AMADEUS_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8076
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: AMAZON_SELLER_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8000
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: AMPLITUDE_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8091
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: ASANA_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8031
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: BAMBOOHR_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8072
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: BIGCOMMERCE_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8084
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: BINANCE_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8097
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: BOX_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8083
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: CALENDLY_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8054
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: CLOUDFLARE_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8050
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: COINBASE_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8023
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: CONFLUENCE_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8045
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: CONTENTFUL_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8066
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: DATADOG_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8048
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: DISCORD_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8057
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: DOCUSIGN_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8053
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: DOORDASH_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8037
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: DROPBOX_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8082
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: ETSY_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8001
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: EVENTBRITE_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8020
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: FEDEX_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8095
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: FIGMA_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8079
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: FRESHDESK_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8093
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: GITHUB_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8019
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: GITLAB_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8046
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: GMAIL_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8017
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: GOOGLE_ANALYTICS_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8068
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: GOOGLE_CALENDAR_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8016
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: GOOGLE_CLASSROOM_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8002
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: GOOGLE_DRIVE_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8018
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: GOOGLE_MAPS_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8033
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: GREENHOUSE_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8073
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: GUSTO_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8074
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: HUBSPOT_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8024
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: INSTACART_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8012
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: INSTAGRAM_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8003
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: INTERCOM_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8070
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: JIRA_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8029
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: KLAVIYO_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8089
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: KRAKEN_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8098
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: KUBERNETES_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8051
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: LINEAR_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8004
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: LINKEDIN_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8062
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: MAILCHIMP_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8081
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: MAILGUN_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8094
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: MICROSOFT_TEAMS_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8086
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: MIXPANEL_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8056
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: MONDAY_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8080
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: MYFITNESSPAL_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8005
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: NASA_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8077
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: NOTION_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8010
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: OBSIDIAN_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8014
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: OKTA_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8049
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: OPENLIBRARY_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8078
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: OPENWEATHER_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8035
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: OUTLOOK_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8087
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: PAGERDUTY_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8040
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: PAYPAL_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8042
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: PINTEREST_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8006
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: PLAID_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8022
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: POSTHOG_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8092
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: QUICKBOOKS_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8007
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: REDDIT_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8058
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: RING_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8008
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: SALESFORCE_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8044
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: SEGMENT_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8090
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: SENDGRID_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8027
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: SENTRY_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8047
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: SERVICENOW_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8071
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: SHIPPO_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8052
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: SLACK_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8013
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: SPOTIFY_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8039
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: SQUARE_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8041
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: STRAVA_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8060
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: STRIPE_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8021
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: TELEGRAM_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8063
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: TICKETMASTER_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8075
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: TMDB_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8059
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: TRELLO_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8030
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: TWILIO_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8026
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: TWITCH_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8064
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: TWITTER_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8061
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: TYPEFORM_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8055
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: UBER_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8036
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: UPS_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8096
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: VIMEO_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8099
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: WEBFLOW_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8100
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: WHATSAPP_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8015
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: WOOCOMMERCE_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8085
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: WORDPRESS_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8065
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: XERO_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8088
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: YELP_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8034
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: YOUTUBE_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8009
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: ZENDESK_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8025
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: ZILLOW_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8011
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Injecting extra env: ZOOM_API_URL=http://mocks-task-dana-ellison__google-classroom-api__week-a0fe06:8028
01:37:28 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Starting container, mounting /Users/apple/Desktop/WildClaw/Wildclow_forked_image/work/dana-ellison__google-classroom-api__week5-grading/exec → /app (ro)
01:37:41 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Container ID: a823f12c1597
01:37:42 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Lobster workspace copied: input/dana-ellison__google-classroom-api__week5-grading/persona → /root/
01:40:32 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Memory indexed: Memory index updated (main).
01:40:32 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Copying /app → /tmp_workspace
01:40:33 [INFO] [dana-ellison__google-classroom-api__week5-grading_claude-opus-4.7_20260531_0137_b0c4be] Setting thinkingDefault to high
